PGC,Name,RA,Dec,DCom,T,B.T,armC,armS,armR,barL,iRing,oRing,pRing,Pert,vDust,pDust,floc,spot,inc
37613,NGC3991,179.3784,32.3367,47.6,9,0.00,NA,NA,NA,0.25,NA,NA,NA,0.75,0.25,NA,0.75,1.00,1.00
37614,UGC06934,179.3830,-1.2532,78.5,4,0.25,0.50,NA,0.25,NA,0.50,NA,NA,0.25,0.50,0.50,0.50,0.00,1.00
37616,NGC3994,179.4030,32.2772,46.4,3,0.75,0.25,0.50,0.00,0.00,0.50,0.00,0.00,0.25,0.50,0.75,1.00,0.25,0.50
37617,NGC3992,179.3996,53.3764,18.4,5,0.50,0.50,0.75,0.00,0.75,0.25,0.00,0.00,0.00,0.75,0.50,0.25,0.00,0.50
37618,NGC3990,179.3987,55.4583,13.3,-2,0.75,0.00,NA,0.50,0.50,0.25,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.50
37624,NGC3995,179.4338,32.2940,48.9,6,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.25,NA,0.75,0.75,0.75
37642,NGC3998,179.4848,55.4531,18.4,-5,0.75,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.25
37651,PGC037651,179.5110,-3.7434,82.1,2,0.50,0.25,0.50,0.00,1.00,0.25,0.00,0.25,0.25,0.25,NA,0.50,0.00,0.00
37655,NGC4006,179.5244,-2.1200,83.4,-5,1.00,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.50
37665,PGC037665,179.5635,-1.8916,79.4,-3,0.75,0.00,NA,0.50,0.00,0.75,NA,NA,0.00,0.00,NA,0.00,0.00,0.50
37673,PGC037673,179.5762,-1.9589,88.9,-3,0.75,0.00,0.00,NA,0.00,0.75,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.25
37678,UGC06958,179.5996,-2.2774,84.0,4,0.50,0.50,1.00,1.00,0.25,0.25,0.25,0.00,0.00,0.50,0.50,0.50,0.00,0.00
37682,UGC06956,179.6082,50.9176,16.5,8,0.00,0.25,0.00,NA,0.75,0.00,0.00,0.00,0.25,0.00,NA,0.50,0.00,0.00
37686,NGC4012,179.6153,10.0210,60.4,4,0.25,0.25,0.75,0.75,0.25,0.50,0.00,0.00,0.00,0.50,0.50,0.25,0.00,0.75
37689,UGC06955,179.6274,38.0768,15.6,8,0.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.25,0.25,NA,0.50,0.25,0.50
37691,NGC4013,179.6308,43.9475,15.0,3,0.25,NA,NA,NA,0.25,NA,NA,NA,0.00,1.00,0.25,0.25,0.00,1.00
37692,IC0749,179.6427,42.7333,14.6,7,0.25,0.50,0.25,0.00,0.50,0.00,0.00,0.00,0.50,0.75,0.75,1.00,0.50,0.25
37693,PGC037693,179.6401,-2.1357,87.4,0,0.75,0.00,NA,0.50,1.00,0.50,0.25,0.25,0.00,0.00,NA,0.00,0.00,0.25
37695,NGC4014,179.6497,16.1767,54.7,2,0.50,0.25,0.75,0.75,0.00,0.50,0.00,0.00,0.25,0.75,0.75,0.50,0.00,0.50
37697,NGC4010,179.6548,47.2597,16.0,6,0.25,NA,NA,NA,0.00,NA,NA,NA,0.25,0.75,0.50,0.50,0.00,1.00
37700,UGC06969,179.6985,53.4245,19.3,9,0.00,0.00,NA,NA,0.25,NA,NA,NA,0.25,0.00,NA,0.50,0.25,0.75
37708,PGC037708,179.6850,-2.6453,90.2,4,0.50,0.25,NA,NA,0.00,0.50,0.00,0.00,0.25,0.25,NA,0.50,0.00,0.25
37710,UGC06970,179.6915,-1.4616,21.4,8,0.00,0.00,0.25,NA,0.25,0.00,0.00,0.00,0.75,0.00,NA,0.50,0.00,0.50
37719,IC0750,179.7167,42.7216,12.8,2,0.75,0.25,NA,NA,0.50,NA,NA,NA,0.50,1.00,1.00,0.50,0.00,0.50
37721,IC0751,179.7198,42.5701,136.4,2,0.50,0.00,0.25,NA,0.50,0.00,0.00,0.00,0.50,0.75,0.50,0.50,0.00,0.75
37722,PGC037722,179.7200,45.7319,19.5,10,0.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.75,0.00,NA,0.50,0.25,0.25
37735,UGC06983,179.7892,52.7073,18.8,7,0.00,0.50,0.50,0.00,0.50,0.00,0.00,0.00,0.25,0.25,NA,0.75,0.25,0.25
37737,UGC06978,179.7936,-2.5915,22.0,8,0.00,0.25,0.25,NA,0.25,0.00,0.00,0.00,0.50,0.00,NA,0.50,0.25,0.50
37738,NGC4025,179.7924,37.7923,48.5,7,0.00,0.50,0.25,1.00,0.75,0.00,0.00,0.00,0.25,0.25,NA,0.75,0.25,0.25
37745,IC0753,179.8041,-0.5237,88.7,0,0.75,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.50,1.00,0.25
37757,IC0754,179.8482,-1.6545,86.4,-5,1.00,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.25
37760,NGC4026,179.8549,50.9614,16.5,-2,0.75,0.00,NA,0.50,0.25,NA,NA,NA,0.00,0.00,NA,0.00,0.00,1.00
37764,PGC037764,179.8633,-1.1550,86.6,8,0.25,NA,NA,NA,NA,NA,NA,NA,0.50,0.25,NA,0.50,0.00,1.00
37778,PGC037778,179.9096,-3.3775,82.1,-3,0.75,0.00,NA,NA,0.25,0.00,0.00,0.00,0.00,0.00,NA,0.25,0.00,0.50
37784,PGC037784,179.9125,-3.6817,84.5,3,0.50,0.25,0.50,0.00,0.75,0.25,0.00,0.00,0.25,0.25,NA,0.50,1.00,0.50
37791,PGC037791,179.9346,-3.3989,83.4,5,0.25,1.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.25,NA,0.50,0.00,0.25
37809,UGC06988,179.9664,55.6650,13.7,8,0.00,NA,NA,NA,NA,NA,NA,NA,0.00,0.50,0.25,0.25,0.00,1.00
37810,PGC037810,179.9842,-0.5483,93.4,7,0.25,0.25,0.50,0.00,0.00,0.25,0.00,0.00,0.25,0.25,NA,0.75,0.25,0.25
37816,NGC4029,180.0137,8.1813,87.9,1,0.50,0.25,0.25,0.00,0.00,0.50,0.00,0.00,0.50,0.50,0.50,0.25,0.00,0.25
37832,UGC06992,180.0788,50.6525,14.3,9,0.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.00,0.50,0.75,0.50,0.25,0.50
37839,PGC037839,180.0746,0.2942,88.3,4,0.25,0.25,0.50,1.00,0.50,0.00,NA,NA,0.50,0.50,0.75,0.50,0.25,0.75
37844,PGC037844,180.0996,0.4906,109.9,-3,0.50,0.00,NA,NA,0.25,0.00,NA,NA,0.00,0.25,NA,0.50,0.00,0.75
37845,NGC4030,180.0981,-1.0998,21.2,3,0.50,0.25,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.75,0.75,0.25,0.25
37861,UGC06994,180.1309,8.8633,90.0,8,0.25,0.00,NA,NA,0.00,NA,NA,NA,0.00,0.50,0.25,0.50,0.00,0.75
37883,UGC06997,180.2109,31.8786,116.3,7,0.25,0.75,0.50,1.00,0.25,0.00,0.00,0.00,0.25,0.25,NA,1.00,0.25,0.00
37889,UGC06998,180.1991,-0.0235,28.0,10,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,NA,0.25,0.25,0.25
37893,UGC06999,180.2560,49.9131,16.5,10,0.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.50,0.00,NA,0.25,0.00,0.50
37905,PGC037905,180.2708,0.1136,88.7,-2,0.75,0.00,NA,NA,NA,NA,NA,NA,0.00,0.00,NA,0.00,0.00,1.00
37912,IC0755,180.2938,14.1043,22.9,9,0.00,NA,NA,NA,0.25,NA,NA,NA,0.75,0.25,NA,0.50,0.25,1.00
37914,UGC07000,180.2957,-1.2965,21.4,9,0.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.75,0.25,NA,0.50,0.50,0.25
37916,PGC037916,180.3096,-3.6781,83.4,-6,1.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.00,0.25,NA,0.00,1.00,0.25
37927,UGC07003,180.3399,14.4500,19.7,10,0.00,0.00,0.00,NA,0.00,0.00,0.00,0.00,0.50,0.00,NA,0.50,0.00,0.50
37928,NGC4037,180.3492,13.4007,14.6,7,0.25,0.00,0.50,NA,0.75,0.25,0.00,0.00,0.00,0.50,0.75,0.50,0.25,0.00
37930,NGC4036,180.3616,61.8958,24.4,-1,0.75,0.00,NA,NA,0.00,0.00,0.00,0.00,0.00,0.50,0.25,0.00,0.00,0.50
37933,UGC07004,180.3665,-0.7186,88.7,4,0.50,0.50,0.50,1.00,0.50,0.25,0.00,0.00,0.00,0.25,NA,0.50,0.00,0.25
37940,UGC07007,180.3876,33.3418,13.5,9,0.00,0.00,NA,1.00,0.25,0.00,0.00,0.00,0.00,0.00,NA,0.25,0.25,0.25
37943,PGC037943,180.4031,-2.0215,221.2,-2,0.75,0.00,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.75
37949,UGC07008,180.4212,4.7701,90.0,4,0.50,NA,NA,NA,0.50,NA,NA,NA,0.00,1.00,0.25,0.25,0.00,1.00
37951,UGC07009,180.4335,62.3278,19.7,9,0.00,0.25,0.00,NA,0.50,0.00,0.00,0.00,0.75,0.25,NA,0.50,0.50,0.75
37971,UGC07011,180.4819,-1.0693,87.6,5,0.50,NA,NA,NA,NA,NA,NA,NA,0.00,0.25,NA,0.25,0.00,1.00
37999,NGC4041,180.5506,62.1375,21.2,3,0.75,0.25,0.50,1.00,0.00,0.25,0.00,0.00,0.50,0.50,0.75,1.00,0.50,0.00
38010,NGC4043,180.5959,4.3299,92.3,0,0.75,0.25,0.75,NA,0.00,0.50,0.50,0.00,0.25,0.50,0.50,0.50,0.00,0.25
38012,UGC07016,180.6002,14.8434,104.6,2,0.50,0.25,NA,NA,0.25,NA,NA,NA,0.25,0.75,0.75,0.25,0.00,0.75
38014,UGC07019,180.6224,62.4172,25.2,9,0.00,0.00,0.50,NA,0.00,0.00,0.00,0.00,0.50,0.25,NA,0.50,0.25,0.50
38018,NGC4044,180.6234,-0.2128,87.4,-5,1.00,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.00
38024,UGC07020,180.6528,41.0538,90.2,5,0.50,0.75,0.50,1.00,0.00,0.25,0.00,0.00,0.00,0.50,0.50,0.50,0.25,0.25
38031,NGC4045,180.6758,1.9771,28.7,3,0.75,0.25,0.50,0.00,0.25,0.25,0.00,0.00,0.50,0.50,0.50,0.25,0.25,0.25
38033,NGC4045A,180.6783,1.9514,74.3,-2,0.75,0.25,NA,NA,0.50,0.00,0.00,0.00,0.25,0.00,NA,0.25,0.00,0.50
38036,PGC038036,180.6964,-2.1558,296.3,5,0.50,0.50,0.50,0.00,0.00,0.25,0.00,0.00,0.00,0.25,NA,0.50,0.25,0.25
38552,PGC038552,182.1304,0.1366,148.8,4,0.50,0.25,NA,0.75,0.25,0.25,0.25,0.00,0.00,0.25,NA,0.50,0.00,0.50
38565,NGC4126,182.1565,16.1424,98.0,-3,1.00,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.50
38567,UGC07125,182.1760,36.8024,18.0,8,0.00,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,NA,0.50,0.25,1.00
38572,UGC07128,182.1697,62.3817,44.9,10,0.25,0.00,NA,NA,0.25,0.00,0.00,0.00,0.50,0.00,NA,0.50,0.25,0.25
38582,UGC07129,182.2300,41.7407,16.0,2,0.50,0.00,0.75,NA,0.50,0.00,0.00,0.00,0.25,0.50,0.75,0.50,0.25,0.50
38585,PGC038585,182.2427,-2.4033,107.8,2,0.75,0.00,NA,NA,0.00,0.00,0.00,0.00,0.00,0.25,NA,0.25,0.00,0.50
38601,NGC4135,182.2873,44.0027,162.7,3,0.50,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.25,0.25,NA,0.50,0.00,0.25
38603,UGC07132,182.2916,31.5691,98.9,-5,1.00,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.00
38613,PGC038613,182.3087,47.0583,106.3,1,0.75,0.25,0.50,0.75,0.00,0.50,0.00,0.00,0.00,0.25,NA,0.25,0.00,0.00
38619,NGC4137,182.3231,44.0896,161.9,5,0.25,0.75,0.50,0.00,0.00,0.00,0.00,0.00,0.50,0.25,NA,0.50,0.00,0.00
38624,IC3019,182.3430,13.9925,25.9,11,0.00,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.00
38643,NGC4138,182.3745,43.6850,15.6,0,0.75,0.00,1.00,NA,0.00,0.50,0.00,0.00,0.00,0.75,0.50,0.25,0.00,0.50
38645,NGC4142,182.3763,53.1042,19.9,9,0.00,0.00,0.25,NA,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.75,0.25,0.50
38654,NGC4143,182.4008,42.5340,16.7,-2,0.75,0.00,NA,0.50,0.25,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.50
38665,UGC07144,182.4383,56.5239,115.4,4,0.50,0.50,0.50,0.00,0.00,0.25,0.00,0.00,0.00,0.25,NA,0.50,0.00,0.25
38669,NGC4141,182.4489,58.8486,30.8,7,0.25,0.50,0.25,0.00,0.25,0.00,0.00,0.00,0.50,0.00,NA,0.50,0.75,0.25
38674,UGC07146,182.4562,43.2340,18.2,10,0.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.25,0.00,NA,0.25,0.00,0.25
38677,UGC07145,182.4629,38.2184,97.6,4,0.25,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.50,0.00,0.50
38680,UGC07153,182.4465,62.2686,41.0,8,0.25,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,NA,0.50,0.00,1.00
38682,UGC07148,182.4742,0.9281,84.7,3,0.50,0.00,NA,NA,0.50,0.25,0.25,0.00,0.00,0.50,0.25,0.50,0.00,0.75
38684,IC3021,182.4775,13.0497,37.2,11,0.25,0.00,NA,NA,0.25,0.00,0.00,0.00,0.00,0.25,NA,0.25,0.00,0.25
38687,PGC038687,182.4712,-0.0160,149.9,3,0.25,0.50,NA,NA,0.00,NA,NA,NA,0.00,0.50,0.50,0.50,0.00,0.75
38688,NGC4144,182.4920,46.4577,7.1,8,0.00,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,NA,0.50,0.25,1.00
38690,UGC07155,182.5454,49.2858,245.9,4,0.50,0.25,0.50,1.00,0.25,0.25,0.00,0.00,0.25,0.25,NA,0.25,0.00,0.50
38692,IC3023,182.5079,14.3663,13.1,10,0.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.25,0.50,0.50
38693,NGC4145,182.5076,39.8826,17.3,6,0.25,0.50,0.25,0.00,0.25,0.00,0.00,0.00,0.25,0.50,0.50,0.75,0.25,0.25
38704,NGC4148,182.5332,35.8777,73.4,0,1.00,0.00,NA,NA,0.00,0.00,0.25,0.00,0.00,0.25,NA,0.00,0.00,0.50
38706,UGC07159,182.5357,39.0521,160.0,6,0.25,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.25,NA,0.50,0.00,0.00
38718,PGC038718,182.5676,-1.9931,143.5,-2,1.00,0.00,NA,0.50,0.25,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.00
38720,PGC038720,182.5743,-0.5179,148.8,2,0.75,0.00,NA,NA,0.00,0.50,NA,NA,0.25,0.75,0.50,0.25,0.00,0.75
38739,NGC4151,182.6364,39.4054,16.9,2,0.75,0.25,0.25,NA,0.50,1.00,0.25,0.25,0.50,0.25,NA,0.25,0.00,0.00
38740,PGC038740,182.6358,0.6775,88.3,-3,1.00,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.50
38746,PGC038746,182.6482,-0.1716,214.2,4,0.50,0.50,0.50,1.00,0.25,0.25,0.00,0.00,0.25,0.25,NA,0.50,0.00,0.25
38749,NGC4152,182.6555,16.0332,32.3,3,0.50,0.50,0.50,0.00,0.25,0.25,0.00,0.00,0.25,0.50,0.75,1.00,0.50,0.25
38773,NGC4156,182.7069,39.4727,98.9,3,0.50,0.50,0.50,1.00,0.50,0.00,0.00,0.00,0.25,0.75,0.50,0.25,0.00,0.25
38778,UGC07175,182.7277,39.7572,19.5,9,0.25,0.00,NA,NA,0.00,0.00,0.00,0.00,0.25,0.25,NA,0.25,0.25,0.75
38781,UGC07176,182.7300,50.2876,16.0,10,0.00,NA,NA,NA,0.00,NA,NA,NA,0.25,0.00,NA,0.25,0.00,1.00
38793,UGC07178,182.7655,2.0052,19.5,10,0.00,0.25,0.25,NA,0.50,0.00,0.00,0.00,0.25,0.00,NA,0.50,0.25,0.25
38794,UGC07177,182.7672,0.9717,87.6,-4,1.00,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.00
38795,NGC4157,182.7674,50.4831,14.3,3,0.50,NA,NA,NA,NA,NA,NA,NA,0.25,1.00,0.75,0.50,0.00,1.00
38803,IC3033,182.7916,13.5869,4.9,9,0.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.25,0.00,NA,0.25,0.25,0.50
38811,UGC07188,182.8211,39.4030,100.2,9,0.00,0.25,0.25,NA,0.00,0.00,0.00,0.00,0.75,0.25,NA,0.50,0.50,0.25
38815,UGC07184,182.8332,1.4919,30.6,9,0.00,0.00,0.25,NA,0.50,0.00,0.00,0.00,0.25,0.25,NA,0.50,0.25,0.50
38820,UGC07187,182.8379,35.8449,99.7,-1,0.75,0.00,NA,0.50,0.75,0.50,0.00,0.00,0.00,0.25,NA,0.00,0.00,0.50
38822,UGC07185,182.8647,2.9254,19.0,10,0.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.50,0.25,NA,0.50,0.25,0.25
38848,IC0768,182.9482,12.1431,58.5,4,0.25,0.25,NA,NA,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.75,0.00,0.50
38852,PGC038852,182.9671,-2.4742,166.7,4,0.25,NA,NA,NA,0.00,NA,NA,NA,0.00,0.25,NA,0.50,0.00,1.00
38858,UGC07194,182.9799,16.2314,103.1,6,0.25,0.50,0.25,1.00,0.00,0.25,0.00,0.00,0.00,0.25,NA,0.50,0.25,0.00
38881,NGC4163,183.0376,36.1681,5.1,10,0.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.25,0.25,NA,0.25,0.25,0.25
38885,NGC4165,183.0494,13.2462,27.8,4,0.50,0.50,0.00,1.00,0.00,0.75,0.00,0.00,0.00,0.50,0.50,0.25,0.25,0.50
38888,IC3036,183.0627,12.4881,1.1,8,0.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.25,0.50,0.25
38890,NGC4168,183.0721,13.2050,34.0,-5,1.00,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.25
38905,UGC07207,183.0799,37.0136,17.8,10,0.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.25,0.00,NA,0.25,0.25,0.50
38916,IC0769,183.1349,12.1232,32.7,5,0.25,1.00,0.75,1.00,0.25,0.00,0.00,0.00,0.00,0.50,NA,0.25,0.00,0.50
38921,PGC038921,183.1636,-2.7213,161.1,-6,1.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.25
38933,UGC07212,183.1653,34.6894,93.4,7,0.25,NA,NA,NA,NA,NA,NA,NA,0.25,0.50,0.50,0.50,0.00,1.00
38935,UGC07213,183.1692,40.5636,100.8,6,0.25,0.50,0.50,0.00,0.00,0.25,0.00,0.00,0.50,0.25,NA,0.50,0.00,0.00
38943,NGC4178,183.1940,10.8659,6.4,7,0.25,0.50,0.50,1.00,1.00,0.00,0.00,0.00,0.25,0.75,0.75,0.50,0.50,0.75
38945,IC3044,183.2022,13.9760,NA   ,9,0.00,0.00,0.25,0.25,0.00,0.00,0.00,0.00,0.50,0.25,NA,0.25,0.25,0.50
38946,PGC038946,183.2010,-2.7246,161.7,3,0.75,0.25,0.25,NA,0.00,0.75,0.00,0.00,0.25,0.25,NA,0.25,0.00,0.50
38950,NGC4179,183.2169,1.3003,18.2,-2,0.75,0.00,NA,NA,0.50,NA,NA,NA,0.00,0.00,NA,0.00,0.00,1.00
38951,UGC07218,183.2346,52.2642,14.1,10,0.00,0.50,NA,NA,0.00,0.00,0.00,0.00,1.00,0.00,NA,0.75,0.50,0.50
38964,NGC4180,183.2624,7.0383,30.6,3,0.50,0.25,0.75,NA,NA,NA,NA,NA,0.25,0.75,0.75,0.50,0.00,0.75
38988,NGC4183,183.3204,43.6986,16.3,7,0.25,NA,NA,NA,NA,NA,NA,NA,0.25,0.50,0.50,0.50,0.25,1.00
39002,UGC07223,183.3601,14.7718,31.0,8,0.25,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.25,0.00,NA,0.50,0.25,0.25
39004,NGC4187,183.3727,50.7414,133.4,-1,0.75,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.25,NA,0.00,0.00,0.50
39014,PGC039014,183.4071,16.1197,102.5,5,0.25,1.00,0.00,0.00,0.50,0.00,0.00,0.00,0.50,0.50,0.50,0.50,0.75,0.50
39017,PGC039017,183.4200,2.1875,106.5,7,0.25,0.00,NA,NA,0.25,0.25,0.25,0.00,0.00,0.25,NA,0.50,0.25,0.00
39023,NGC4190,183.4342,36.6317,4.9,10,0.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.50,0.00,NA,0.50,0.50,0.25
39025,NGC4189,183.4474,13.4246,31.2,5,0.50,0.50,0.50,1.00,0.50,0.00,0.00,0.00,0.50,0.50,0.75,1.00,0.25,0.25
39028,NGC4192,183.4515,14.8994,NA   ,3,0.50,0.50,NA,0.00,0.25,NA,NA,NA,0.50,0.75,0.50,0.25,0.00,0.75
39034,NGC4191,183.4598,7.2009,38.9,-5,1.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.25
39040,NGC4193,183.4736,13.1727,36.6,4,0.50,0.50,0.75,1.00,0.25,0.00,0.00,0.00,0.25,0.50,0.50,0.50,0.25,0.50
39053,PGC039053,183.5165,-0.0697,90.0,-3,0.75,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.75
39058,UGC07242,183.5370,66.0942,4.7,10,0.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.25,0.00,NA,0.25,0.25,0.50
39067,UGC07239,183.5377,7.7772,18.4,9,0.00,0.00,NA,NA,0.25,0.25,0.00,0.00,0.75,0.00,NA,0.50,0.25,0.00
39068,NGC4194,183.5402,54.5264,39.1,0,0.75,0.00,0.25,NA,0.00,0.00,0.00,0.00,1.00,0.75,0.50,0.25,1.00,0.25
39073,PGC039073,183.5471,-0.8322,105.7,8,0.25,0.25,0.00,NA,0.25,0.00,0.00,0.00,0.25,0.00,NA,0.50,0.25,0.50
39082,NGC4195,183.5761,59.6150,65.5,7,0.25,0.50,0.25,0.00,0.75,0.25,0.00,0.00,0.25,0.25,NA,0.50,0.25,0.00
39090,NGC4198,183.5928,56.0111,136.2,1,0.75,0.25,0.75,1.00,0.00,0.25,0.25,0.00,0.00,0.25,NA,0.00,0.00,0.50
39092,UGC07243,183.5962,32.4144,96.8,-5,1.00,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.50
39099,PGC039099,183.6217,0.8300,87.9,1,0.50,0.00,NA,NA,0.00,0.00,0.00,0.00,0.25,0.25,NA,0.25,0.00,0.50
39113,UGC07249,183.6572,12.8131,10.1,10,0.00,0.00,NA,NA,0.25,0.00,0.00,0.00,0.00,0.00,NA,0.25,0.25,0.75
39114,NGC4197,183.6610,5.8059,30.6,7,0.25,0.50,0.25,NA,0.25,NA,NA,NA,0.50,0.50,0.50,0.50,0.25,0.75
39122,UGC07252,183.6776,35.5501,264.4,4,0.25,NA,NA,NA,NA,NA,NA,NA,0.00,0.25,NA,0.25,0.00,1.00
39124,NGC4200,183.6845,12.1801,34.6,-3,0.50,0.00,NA,0.50,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.50
39138,PGC039138,183.7137,-3.4896,143.5,2,0.50,0.25,0.25,1.00,0.75,0.00,0.00,0.00,0.25,0.25,NA,0.50,0.25,0.25
39142,IC3059,183.7300,13.4606,4.9,9,0.00,0.00,0.25,NA,0.25,0.00,0.00,0.00,0.00,0.00,NA,0.50,0.25,0.25
39145,PGC039145,183.7408,36.2183,6.6,10,0.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.25
39150,UGC07257,183.7627,35.9586,16.0,9,0.00,0.25,0.00,0.00,0.25,0.00,0.00,0.00,0.75,0.00,NA,0.25,0.50,0.25
39152,IC3061,183.7689,14.0287,34.4,5,0.25,NA,NA,NA,NA,NA,NA,NA,0.00,0.75,0.50,0.50,0.00,1.00
39158,NGC4203,183.7707,33.1972,18.0,-2,0.75,0.00,NA,0.50,0.25,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.00
39160,IC3063,183.7787,12.0162,35.1,-2,0.25,0.00,NA,NA,0.00,0.00,0.00,0.00,0.25,0.50,0.50,0.25,0.00,0.50
39170,PGC039170,183.7979,-3.4408,73.8,8,0.25,0.25,NA,NA,0.50,NA,NA,NA,0.50,0.25,NA,0.50,0.50,0.75
39183,NGC4206,183.8204,13.0238,11.3,5,0.25,NA,NA,NA,NA,NA,NA,NA,0.25,0.50,0.75,0.50,0.00,1.00
39184,NGC4210,183.8158,65.9853,42.7,5,0.25,0.50,0.50,1.00,0.50,0.25,0.00,0.00,0.25,0.50,0.50,0.50,0.25,0.25
39188,PGC039188,183.8263,5.7609,29.5,3,0.25,0.00,NA,NA,0.25,0.00,0.00,0.00,0.75,0.00,NA,0.50,1.00,0.25
39191,UGC07267,183.8458,51.3492,10.1,10,0.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.25,0.25,0.75
39203,UGC07272,183.8839,51.9127,60.9,7,0.25,NA,NA,NA,NA,NA,NA,NA,0.00,0.50,0.50,0.50,0.00,1.00
39211,UGC07271,183.8895,43.4347,10.9,9,0.25,0.00,NA,NA,0.00,NA,NA,NA,0.25,0.25,NA,0.25,0.25,0.75
39215,IC3073,183.8992,13.6194,NA   ,11,0.00,0.00,NA,NA,0.00,0.00,0.00,0.00,0.00,0.00,NA,0.00,0.00,0.25
39224,NGC4212,183.9142,13.9013,0.2,3,0.25,0.25,0.75,0.00,0.00,0.00,0.00,0.00,0.25,0.75,0.75,1.00,0.25,0.25
39225,NGC4214,183.9132,36.3281,6.9,9,0.00,0.00,NA,NA,0.50,0.00,0.00,0.00,0.25,0.25,NA,0.50,0.50,0.00
39233,IC3074,183.9422,10.6982,29.3,7,0.00,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,NA,0.50,0.25,1.00
39237,NGC4218,183.9427,48.1315,13.7,9,0.00,0.00,0.25,NA,0.25,0.00,0.00,0.00,0.50,0.50,0.50,0.75,0.50,0.50
39241,NGC4217,183.9616,47.0919,18.0,3,0.50,NA,NA,NA,NA,NA,NA,NA,0.00,1.00,0.50,0.25,0.00,1.00
39245,UGC07280,183.9689,0.4002,90.4,4,0.50,0.50,0.75,0.00,0.50,0.25,0.00,0.00,0.00,0.25,NA,0.50,0.00,0.50
39246,NGC4216,183.9765,13.1501,3.2,2,0.50,0.25,NA,NA,NA,0.50,NA,NA,0.00,1.00,0.50,0.25,0.00,0.75
